knee_flexion,knee_valgus,hip_flexion,trunk_inclination,ankle_dorsiflexion,landing_symmetry,risk
40.59,11.98,33.47,21.81,19.5,61.09,High
39.89,8.39,35.18,21.94,27.28,60.43,Moderate
33.55,5.74,37.74,8.8,40.52,58.15,Moderate
16.55,17.01,30.6,7.36,15.8,30.54,High
60.65,7.45,34.31,7.65,41.77,53.66,Low
44.25,4.61,35.61,23.75,40.04,54.91,Moderate
64.58,4.84,44.99,10.38,31.05,57.24,Low
44.7,9.06,36.37,21.57,27.97,38.16,Moderate
40.48,11.07,36.13,20.34,23.49,55.41,Moderate
28.12,6.82,21.74,23.11,24.18,65.43,High
45.4,5.82,39.53,9.22,27.28,56.29,Low
46.31,13.89,44.04,9.1,33.72,45.71,Moderate
19.04,17.96,30.12,24.03,21.14,73.15,High
38.19,4.57,34.46,14.73,33.2,53.22,Moderate
64.04,8.76,44.63,9.79,37.58,49.58,Low
12.49,7.68,18.53,10.5,25.57,70.87,High
37.8,9.7,32.74,14.36,31.85,61.64,Moderate
67.13,6.86,46.42,5.77,37.28,50.67,Low
56.61,5.29,45.92,24.07,39.97,59.42,Moderate
61.17,6.97,51.22,9.41,35.76,41.35,Low
39.34,4.85,35.01,5.74,30.48,42.99,Moderate
58.83,5.65,47.91,15.27,27.54,61.36,Low
25.27,16.84,15.97,20.42,12.34,41.74,High
55.03,5.88,38.86,6.86,30.14,60.94,Low
28.1,8.69,25.59,7.94,38.85,60.2,Moderate
41.21,4.21,42.35,15.41,29.61,51.55,Moderate
51.64,5.93,39.4,6.37,38.14,58.11,Low
20.06,7.63,23.88,24.69,38.7,30.94,High
44.05,5.44,55.24,7.64,36.11,51.21,Low
27.48,10.47,26.16,24.59,34.41,24.89,High
44.14,9.34,35.33,23.11,20.25,44.76,Moderate
17.87,7.03,22.46,10.16,11.82,72.2,High
25.59,13.25,25.85,32.45,14.76,60.29,High
41.56,10.11,28.16,16.57,34.79,60.9,Moderate
21.34,9.98,21.41,25.42,34.13,75.27,High
46.79,14.44,48.23,14.55,35.07,43.37,Moderate
16.6,16.36,18.14,34.29,33.21,38.65,High
13.59,6.04,19.79,18.77,17.76,38.19,High
45.12,12.84,41.84,16.2,30.71,42.67,Moderate
62.62,7.64,44.41,7.51,20.0,40.75,Low
48.68,4.32,46.18,12.83,23.7,38.34,Low
59.04,12.06,43.47,14.32,27.86,58.43,Low
33.46,7.24,47.07,7.79,31.83,55.38,Moderate
26.87,13.8,14.18,32.12,25.01,74.98,High
50.03,8.7,36.45,20.27,36.13,58.7,Moderate
13.44,9.83,30.08,7.16,22.32,75.04,High
43.05,6.3,53.19,10.86,31.62,47.5,Low
51.5,5.19,43.31,9.17,41.84,39.66,Low
14.55,11.89,18.06,24.58,10.48,34.18,High
48.84,5.65,42.26,14.69,41.98,62.07,Low
22.38,16.53,26.39,28.58,27.23,70.09,High
24.45,20.24,29.5,27.97,34.29,29.48,High
54.25,7.7,44.39,7.12,51.27,55.91,Low
39.73,10.74,37.61,19.1,20.9,39.86,Moderate
13.61,18.48,12.35,33.33,42.55,31.86,High
37.79,5.56,46.55,5.75,32.48,43.38,Moderate
15.08,21.59,12.32,17.33,48.64,38.52,High
42.53,10.4,32.37,20.84,22.58,37.16,Moderate
70.75,5.7,39.62,13.55,22.31,49.65,Low
16.19,13.24,12.35,10.51,20.82,63.38,High
39.21,8.82,37.58,16.95,28.74,61.18,Moderate
43.9,5.09,35.56,24.81,30.56,50.12,Moderate
55.95,6.91,41.39,16.61,24.19,38.96,Moderate
43.45,7.51,38.23,21.14,32.44,52.63,Moderate
43.98,9.04,38.53,20.7,20.29,43.58,Moderate
20.08,16.99,27.75,14.01,11.71,37.81,High
39.63,3.63,43.55,7.59,36.3,55.94,Moderate
36.44,9.37,35.98,19.71,18.23,36.53,High
19.73,21.42,23.56,33.63,18.95,29.17,High
44.66,4.23,32.99,22.45,36.43,56.0,Moderate
38.77,10.6,36.58,20.74,23.07,59.4,Moderate
64.96,6.25,34.39,5.78,29.3,55.01,Low
14.17,11.28,30.42,34.18,34.09,64.99,High
39.27,6.63,44.98,13.99,33.94,42.66,Moderate
52.04,5.33,44.54,6.23,20.0,50.69,Low
50.02,13.8,34.18,15.64,38.68,49.52,Moderate
61.93,12.19,42.43,8.85,40.68,42.22,Low
36.01,10.48,28.08,14.91,25.14,62.46,Moderate
43.07,13.16,36.26,9.18,38.47,55.62,Moderate
19.17,7.79,26.78,17.68,42.46,73.64,High
40.88,10.82,39.17,20.21,30.19,43.05,Moderate
38.59,10.53,38.65,20.08,31.83,40.22,Moderate
53.17,4.91,43.69,12.87,35.45,39.41,Low
52.22,13.37,39.83,12.38,42.95,45.27,Moderate
13.42,17.92,16.3,27.31,49.73,68.81,High
38.14,8.73,30.31,19.28,30.21,43.2,Moderate
15.15,20.52,24.26,19.16,8.9,75.51,High
51.36,7.04,41.07,9.53,27.48,46.47,Low
15.3,11.86,12.28,11.29,49.98,24.86,High
41.33,3.17,34.21,7.87,29.33,44.57,Moderate
47.46,5.1,54.53,9.46,27.99,39.87,Low
45.3,4.61,35.57,8.54,34.91,52.42,Low
59.78,4.44,49.36,5.16,48.36,50.26,Low
44.86,6.32,38.61,7.44,35.02,39.22,Low
43.97,10.44,34.84,16.89,24.43,62.95,Moderate
19.77,10.9,25.81,33.55,26.6,66.79,High
20.44,14.12,12.58,31.88,28.01,72.66,High
51.65,4.19,44.32,13.81,34.85,45.3,Low
54.75,3.36,36.0,14.92,32.87,64.77,Moderate
33.62,7.79,41.68,6.79,27.08,42.19,Moderate
33.3,6.43,46.98,8.2,38.12,57.17,Moderate
43.0,5.67,38.75,11.36,39.52,59.51,Low
52.5,5.24,34.0,7.91,25.84,50.91,Low
36.53,5.83,34.86,13.77,27.39,45.55,Moderate
65.75,2.02,36.75,8.06,23.81,53.98,Low
65.63,4.59,38.81,13.5,53.18,56.11,Low
12.74,17.01,19.27,33.14,44.06,40.7,High
56.98,7.6,43.56,19.64,21.4,59.96,Low
39.68,3.92,38.24,5.61,42.71,51.64,Moderate
44.09,5.49,39.75,11.1,43.92,50.97,Low
44.7,11.04,37.68,8.79,41.86,58.08,Moderate
58.49,11.98,49.82,11.06,41.36,46.4,Moderate
55.97,7.84,49.97,11.26,30.76,54.34,Low
21.3,21.62,18.79,6.96,42.64,35.68,High
43.03,5.93,37.09,9.02,26.81,42.55,Low
38.97,12.04,37.33,21.58,25.13,57.53,Moderate
43.91,10.59,48.02,16.06,23.44,47.26,Moderate
58.82,5.37,37.69,9.12,22.39,53.77,Low
28.43,12.59,30.97,16.49,25.6,32.52,High
53.13,4.38,40.08,4.83,42.79,59.15,Low
48.29,13.14,34.19,9.58,35.01,49.16,Moderate
47.07,14.37,38.68,12.37,35.66,40.47,Moderate
55.47,10.67,45.92,8.86,29.47,48.57,Low
37.47,10.9,28.83,16.06,21.1,36.5,High
37.93,8.31,36.5,6.68,43.93,43.33,Moderate
61.25,6.21,39.48,8.84,31.88,52.46,Low
41.2,5.67,37.17,20.54,36.27,52.54,Moderate
20.95,13.77,25.02,11.55,16.1,40.53,High
49.94,4.92,39.29,11.71,34.22,46.82,Low
16.77,17.68,30.41,10.64,22.78,36.99,High
39.7,8.12,40.33,5.3,23.66,48.95,Moderate
47.63,12.72,47.54,14.53,32.69,49.99,Moderate
35.01,5.86,45.95,5.49,28.82,47.64,Moderate
17.97,18.82,26.49,5.23,21.4,68.06,High
21.33,6.43,28.29,10.93,28.78,40.09,Moderate
37.58,4.6,39.98,5.43,23.58,50.2,Moderate
35.66,8.28,28.8,16.75,28.35,42.27,Moderate
16.79,16.23,13.68,32.33,29.01,70.02,High
48.44,4.5,47.44,15.91,30.61,39.18,Low
20.54,19.22,19.37,9.22,49.5,26.62,High
41.2,10.64,39.48,17.32,29.56,56.13,Moderate
60.56,8.27,54.71,9.14,32.71,58.63,Low
53.01,7.06,41.85,4.36,27.84,40.95,Low
68.78,4.63,51.3,13.41,40.52,45.25,Low
39.71,11.49,32.03,15.09,24.69,44.15,Moderate
43.02,6.32,45.22,10.23,34.7,36.07,Moderate
27.19,7.32,25.9,34.26,44.17,35.75,High
53.9,5.1,47.5,22.55,40.25,43.38,Moderate
12.63,20.58,28.24,6.57,43.21,69.65,High
22.74,21.08,26.19,31.2,10.39,62.37,High
60.27,11.71,47.23,16.75,36.16,45.61,Moderate
56.32,8.84,34.72,14.54,31.18,62.69,Low
21.65,17.03,30.85,7.53,10.64,66.33,High
50.12,3.71,40.15,8.15,22.71,41.05,Low
64.73,7.66,46.8,9.09,33.71,52.55,Low
17.19,17.9,20.38,14.84,17.31,63.06,High
49.38,11.65,43.98,12.35,35.53,40.54,Low
16.78,14.44,15.79,11.1,42.94,64.45,High
63.84,3.26,40.1,11.59,34.41,58.22,Low
53.29,5.29,41.95,16.52,30.22,63.33,Moderate
53.86,10.64,37.39,9.03,40.01,49.78,Low
21.73,8.0,16.35,23.47,19.22,75.48,High
58.68,7.84,42.67,9.09,36.61,55.83,Low
38.96,8.91,30.71,20.33,29.56,58.52,Moderate
50.46,8.64,42.83,9.95,43.26,37.79,Moderate
49.78,8.81,44.88,14.75,34.9,39.28,Low
17.03,20.71,23.54,32.19,15.91,24.32,High
25.13,8.95,20.39,9.76,47.34,64.66,High
57.26,3.48,45.77,10.62,31.96,53.89,Low
34.08,9.61,39.49,19.68,26.09,44.28,Moderate
20.55,8.32,13.0,25.29,18.78,61.34,High
36.01,10.37,31.4,21.67,32.61,58.24,Moderate
60.02,6.68,42.27,7.7,35.27,52.99,Low
20.17,21.4,13.52,33.52,34.05,73.87,High
44.3,6.77,46.42,20.53,40.38,42.5,Moderate
59.07,5.11,46.84,5.7,26.07,45.19,Low
48.01,7.95,40.25,7.37,41.09,39.06,Low
66.61,7.05,47.83,5.42,31.31,56.21,Low
45.15,11.26,38.82,20.79,28.13,40.62,Moderate
52.74,12.85,48.33,17.82,23.79,42.09,Moderate
51.36,3.97,45.07,10.14,49.74,53.69,Low
17.45,10.48,25.06,27.63,26.95,38.12,High
24.17,7.24,29.03,29.7,42.26,73.02,High
61.03,4.34,43.55,13.84,32.56,45.35,Low
41.8,9.15,38.42,16.19,27.37,62.36,Moderate
48.72,8.44,47.23,12.73,35.56,54.54,Low
55.3,5.62,37.75,16.16,26.87,63.73,Moderate
39.12,11.52,35.03,19.6,21.43,42.05,Moderate
26.28,19.16,18.91,24.82,48.52,67.46,High
41.71,10.69,34.16,21.97,25.57,38.29,High
18.55,13.96,16.06,14.38,46.34,71.79,High
13.9,20.33,27.34,28.27,30.41,26.48,High
55.99,4.93,41.59,24.02,22.16,48.64,Low
52.48,3.87,49.14,10.03,28.84,48.03,Low
50.9,8.37,35.67,14.37,37.34,35.32,Moderate
44.2,11.82,41.38,12.45,41.07,56.04,Moderate
25.58,18.19,12.21,30.43,49.6,31.13,High
64.5,5.0,42.22,7.14,28.26,55.79,Low
17.1,14.45,23.19,13.19,25.55,33.9,High
43.52,10.38,30.18,19.68,25.08,43.05,Moderate
64.6,4.26,54.75,11.69,50.63,50.73,Low
47.8,5.25,34.37,24.66,30.8,42.77,Moderate
14.05,13.15,19.88,30.62,16.23,68.52,High
45.7,9.28,39.93,17.45,23.29,60.6,Moderate
11.16,6.59,20.59,25.23,9.5,27.63,High
42.5,8.21,34.53,19.83,32.8,46.8,Moderate
43.0,8.85,43.25,8.91,21.12,52.15,Low
39.16,8.97,37.84,15.81,27.78,43.06,Moderate
49.26,7.85,51.53,11.45,28.04,50.29,Low
48.84,11.78,37.33,15.72,37.44,59.83,Moderate
69.76,9.5,44.71,10.55,29.39,45.24,Low
49.26,6.53,39.58,9.34,33.81,54.96,Low
27.55,21.06,14.57,14.2,13.22,38.22,High
13.0,10.77,14.97,29.44,14.48,38.77,High
34.87,9.82,38.56,15.78,18.61,59.07,Moderate
40.78,8.27,28.95,14.6,26.16,61.89,Moderate
58.62,4.53,45.57,4.78,24.96,52.89,Low
35.86,6.07,38.04,12.41,43.84,50.6,Moderate
52.87,13.95,43.99,9.02,37.29,53.29,Moderate
37.01,4.44,36.83,5.94,22.27,53.17,Moderate
39.32,9.0,36.04,17.34,23.16,39.76,Moderate
59.83,11.64,35.2,12.6,44.27,51.62,Low
35.24,10.65,33.23,16.81,32.62,55.67,Moderate
60.78,7.45,41.17,10.95,44.0,40.96,Low
44.09,10.19,32.96,20.92,31.4,62.64,Moderate
65.55,6.87,47.96,4.11,35.03,42.62,Low
49.67,8.23,42.08,7.44,40.86,35.93,Moderate
23.16,12.46,28.14,8.77,12.51,71.74,High
34.8,4.73,44.11,8.25,43.17,43.69,Moderate
56.04,7.51,45.31,16.42,22.62,33.14,Moderate
43.0,2.94,41.57,10.42,32.37,48.03,Low
36.42,6.89,36.82,15.09,23.41,48.03,Moderate
59.4,7.15,37.85,14.48,39.41,66.07,Moderate
21.37,13.83,19.16,30.23,32.35,30.89,High
38.27,12.08,30.27,14.76,34.58,55.98,Moderate
60.57,5.3,42.92,2.76,25.55,46.3,Low
33.74,5.47,42.96,13.14,24.17,56.08,Moderate
20.13,13.07,23.51,9.02,10.92,63.24,High
57.86,14.33,35.75,14.78,27.84,51.47,Moderate
11.65,12.68,20.17,4.12,35.73,73.91,High
28.44,17.75,18.17,28.12,44.44,60.63,High
67.95,4.73,45.25,6.84,27.34,50.68,Low
52.65,5.01,37.4,9.53,37.72,56.26,Low
14.57,11.04,24.89,20.94,17.51,61.13,High
38.29,9.78,35.0,14.26,21.26,61.73,Moderate
75.89,4.54,34.79,10.19,34.6,55.69,Low
35.36,4.41,35.36,12.02,27.72,45.31,Moderate
19.82,10.59,24.38,34.31,23.81,59.97,High
58.42,7.32,42.68,8.88,44.38,41.56,Low
23.5,12.86,12.96,26.49,13.04,70.67,High
21.67,21.92,12.94,16.46,49.73,35.07,High
26.46,17.71,28.79,11.89,26.96,74.24,High
45.7,11.69,31.51,21.64,20.04,42.73,Moderate
63.38,6.24,41.35,7.93,20.0,43.82,Low
44.14,13.46,40.54,10.34,25.16,54.07,Moderate
54.58,6.75,47.08,9.84,42.88,57.1,Low
43.72,11.32,44.25,12.22,39.7,48.56,Moderate
24.84,13.14,12.97,7.8,11.66,41.93,High
34.61,5.15,35.61,8.56,41.72,44.77,Moderate
47.3,5.69,40.02,9.75,31.48,50.13,Low
17.27,9.3,12.14,10.71,9.35,24.2,High
46.01,4.97,36.34,9.6,35.82,45.31,Low
20.71,11.58,31.62,9.27,9.7,40.93,High
39.72,7.19,40.52,10.85,35.24,43.83,Moderate
20.12,20.79,22.3,12.47,32.2,32.36,High
53.02,3.76,46.73,6.81,44.93,33.2,Moderate
59.72,5.83,45.9,6.94,30.79,37.69,Low
11.73,18.38,13.61,23.91,27.17,30.76,High
13.8,14.15,16.72,29.51,31.63,70.87,High
62.33,4.21,47.48,10.01,36.97,51.39,Low
58.62,5.23,49.6,8.13,41.94,53.67,Low
11.02,21.54,29.21,13.48,47.08,73.68,High
38.87,9.62,30.04,15.21,28.61,38.18,Moderate
43.0,6.42,44.47,9.7,24.84,52.79,Low
60.66,1.24,44.69,11.81,30.27,41.83,Low
25.09,16.88,27.28,26.69,46.63,24.39,High
47.68,6.32,40.24,4.97,43.07,58.17,Low
40.84,11.35,34.87,18.82,20.7,39.2,Moderate
42.2,5.74,44.07,18.91,32.2,56.95,Moderate
51.65,6.9,40.66,23.26,34.66,56.98,Moderate
57.93,6.82,41.86,11.66,27.96,58.7,Low
40.03,9.58,30.65,17.52,31.93,55.57,Moderate
59.49,13.62,35.88,16.81,33.56,49.92,Moderate
35.18,8.99,39.18,16.29,34.64,56.34,Moderate
72.25,3.22,42.55,10.48,20.0,59.29,Low
70.4,7.58,39.32,4.59,41.49,60.15,Low
18.15,20.05,24.5,25.24,20.57,31.21,High
21.46,12.38,13.66,18.46,13.93,75.68,High
57.22,2.84,51.81,10.86,30.7,51.09,Low
12.49,6.48,19.79,5.16,18.0,68.27,High
34.03,6.92,46.22,7.26,31.87,58.44,Moderate
47.0,3.5,43.41,7.75,27.33,37.06,Moderate
52.48,8.85,34.55,13.36,41.92,36.81,Moderate
25.6,19.78,30.28,14.03,26.18,64.42,High
55.65,6.86,48.39,11.81,38.47,54.69,Low
46.86,13.16,47.21,8.89,32.57,48.97,Moderate
69.68,5.2,41.25,13.84,47.0,56.85,Low
26.73,12.53,21.34,8.33,17.26,65.2,High
60.44,5.25,34.38,9.68,27.04,48.14,Low
58.77,2.43,50.9,8.05,20.0,45.24,Low
18.56,19.25,26.98,18.6,41.61,41.57,High
44.53,11.94,44.21,11.26,25.11,58.14,Moderate
17.92,12.98,18.08,30.68,14.45,67.72,High
47.19,13.24,42.32,16.65,26.2,41.14,Moderate
55.48,5.89,52.28,5.2,37.75,56.49,Low
61.26,6.6,47.84,8.51,20.0,56.52,Low
24.92,17.36,30.42,11.46,33.03,32.31,High
47.14,6.03,39.74,5.28,31.87,40.81,Low
39.95,8.39,35.6,5.25,42.62,53.25,Moderate
53.94,6.32,44.4,8.27,26.94,63.76,Low
67.02,6.81,51.22,5.76,27.41,39.68,Low
45.87,2.94,47.72,8.7,45.81,40.62,Low
38.0,4.53,45.47,12.21,38.87,57.66,Moderate
14.77,15.49,14.53,21.58,48.29,39.99,High
25.46,8.16,29.67,9.4,47.69,29.75,High
64.78,5.19,38.15,7.76,40.2,58.96,Low
58.54,14.05,36.74,16.6,24.92,44.61,Moderate
50.68,7.91,46.92,9.76,42.92,40.86,Low
72.25,4.75,44.45,7.32,30.19,40.5,Low
20.64,15.91,23.35,28.25,8.11,24.53,High
57.84,7.96,46.26,10.49,43.49,49.47,Low
57.75,8.51,41.55,22.62,35.15,59.74,Moderate
43.34,7.99,43.8,6.4,40.45,43.67,Low
45.16,8.75,34.74,21.11,20.95,59.76,Moderate
57.05,9.5,56.86,6.86,31.66,44.37,Low
55.39,6.02,34.0,6.35,33.94,46.79,Low
52.25,6.51,40.84,7.4,37.85,48.87,Low
38.48,5.66,36.23,7.93,38.33,50.92,Moderate
27.05,10.9,13.11,5.74,41.41,29.06,High
39.03,8.16,29.54,15.0,21.65,40.49,Moderate
46.33,9.18,32.68,20.36,33.16,47.51,Moderate
38.06,4.17,37.15,10.25,30.17,45.52,Moderate
18.61,21.75,15.16,9.79,44.37,25.97,High
58.58,5.31,43.38,12.22,34.28,52.84,Low
14.34,14.15,27.12,28.45,32.41,68.35,High
43.41,8.9,39.06,16.63,24.3,59.98,Moderate
19.02,16.85,20.16,12.34,27.53,28.22,High
44.36,5.19,41.42,12.17,33.57,51.92,Low
12.3,11.98,14.13,20.85,27.16,71.74,High
39.16,9.09,39.97,16.24,18.55,61.21,Moderate
47.69,11.58,35.41,10.36,42.29,47.9,Low
41.24,7.81,43.24,12.88,27.72,44.66,Low
57.7,5.56,54.99,11.39,24.21,57.11,Low
68.92,6.07,47.1,12.03,33.6,41.55,Low
61.01,7.35,46.69,6.81,33.51,55.5,Low
58.63,4.39,47.12,5.85,26.67,42.98,Low
18.13,12.19,18.81,31.46,11.12,73.31,High
46.53,7.61,39.24,24.32,41.36,43.76,Moderate
12.43,18.99,31.29,15.34,46.29,29.88,High
51.64,3.84,44.28,9.39,27.84,54.79,Low
20.62,21.42,26.37,22.62,43.59,70.08,High
64.53,6.25,45.99,9.64,38.22,42.3,Low
39.76,8.79,35.94,17.64,31.21,42.36,Moderate
23.96,20.18,17.52,29.92,28.19,75.97,High
16.03,13.55,27.42,7.35,13.41,30.03,High
41.87,10.31,35.19,20.83,31.13,41.7,Moderate
13.34,19.51,12.67,15.19,33.68,66.77,High
59.08,5.54,52.38,14.01,21.58,60.04,Low
36.39,4.05,46.81,9.09,38.15,51.27,Moderate
11.43,9.73,19.94,30.9,46.35,68.58,High
41.83,9.36,32.87,20.79,23.12,37.16,Moderate
25.84,9.05,18.41,34.18,8.19,58.59,High
63.17,4.69,34.28,8.63,21.34,43.01,Low
41.9,11.77,31.96,17.0,20.09,40.73,Moderate
60.98,7.31,44.45,13.86,24.39,56.13,Low
56.9,6.87,40.83,5.99,28.7,57.25,Low
49.72,6.46,39.06,5.31,32.47,56.52,Low
17.53,10.22,14.83,28.13,17.13,64.11,High
43.0,9.36,40.12,9.45,20.0,43.1,Low
59.2,7.9,38.48,13.09,30.93,44.95,Low
17.98,9.69,12.1,10.75,40.06,64.33,High
57.87,5.54,48.57,6.47,32.43,46.81,Low
25.43,6.58,12.78,15.79,10.2,65.11,High
27.06,17.59,22.61,9.58,17.06,30.7,High
53.69,5.94,36.89,5.56,20.0,60.29,Low
60.71,4.44,38.88,12.25,41.21,49.28,Low
42.55,9.38,44.57,18.14,33.93,59.08,Moderate
15.73,11.06,31.54,33.03,9.63,71.57,High
19.76,8.82,14.46,34.24,38.52,38.72,High
58.32,4.46,38.99,7.8,46.19,47.68,Low
15.18,21.51,17.26,12.44,19.21,63.77,High
40.39,9.38,34.06,18.2,28.64,36.69,Moderate
57.31,11.73,46.45,15.38,42.1,53.36,Low
54.58,5.47,46.69,5.34,39.46,60.09,Low
41.99,11.13,39.68,21.61,26.52,44.41,Moderate
59.45,8.14,42.68,5.66,41.17,60.2,Low
39.52,4.37,39.11,12.57,29.07,48.91,Moderate
35.34,9.93,34.37,16.49,34.34,37.05,Moderate
11.21,21.4,20.12,29.06,42.86,36.12,High
15.36,7.85,16.53,23.96,43.93,65.65,High
58.78,6.58,34.93,10.08,39.77,37.66,Moderate
24.86,16.16,25.54,12.52,17.98,60.03,High
24.02,19.67,31.17,32.42,43.21,28.54,High
45.36,3.01,35.75,16.31,26.61,33.32,Moderate
58.65,4.8,34.86,13.26,31.73,38.73,Low
55.74,4.79,41.4,9.42,24.43,64.71,Moderate
60.59,7.35,40.52,10.97,29.73,57.25,Low
54.17,13.04,42.38,7.54,43.64,59.12,Low
34.44,3.03,44.01,5.9,41.01,43.04,Moderate
22.51,11.36,22.0,30.79,47.62,28.64,High
54.3,7.51,45.91,6.49,36.49,59.11,Low
27.1,13.41,25.8,13.85,8.11,33.96,High
73.47,4.22,52.86,5.06,35.98,56.02,Low
15.05,14.97,13.41,19.06,41.87,30.35,High
24.74,14.93,31.69,4.18,36.03,66.44,High
25.27,11.04,16.37,14.98,11.82,64.61,High
46.76,3.22,40.04,6.79,37.88,43.14,Low
57.88,4.86,42.52,12.21,42.78,50.62,Low
17.54,17.43,30.46,24.14,22.28,67.44,High
56.07,14.45,40.34,11.48,33.25,48.12,Moderate
51.32,5.35,41.77,13.2,34.93,34.57,Moderate
50.33,6.49,37.13,18.75,35.07,43.78,Moderate
12.55,19.9,14.82,26.73,27.86,29.64,High
55.92,9.0,41.18,24.0,23.1,53.16,Moderate
38.57,8.3,43.63,11.08,35.89,44.61,Moderate
52.9,5.71,49.39,8.88,35.63,41.48,Low
43.0,7.94,41.33,2.75,32.43,51.99,Low
71.19,4.13,39.76,5.55,37.51,46.07,Low
23.32,11.81,31.91,11.28,26.08,24.87,High
13.47,19.18,19.67,18.93,42.91,69.17,High
66.5,6.66,38.17,5.25,35.87,54.44,Low
18.6,6.1,14.73,22.21,28.39,65.15,High
35.76,3.73,40.19,7.41,36.36,56.89,Moderate
14.39,11.17,30.55,12.77,11.57,37.22,High
54.64,6.55,43.47,10.47,37.1,55.09,Low
17.49,9.38,20.57,26.33,9.79,32.34,High
52.37,6.3,50.7,8.82,43.91,39.62,Low
58.89,6.22,37.51,6.67,43.75,48.84,Low
20.12,21.02,31.43,27.64,18.45,64.4,High
54.12,6.42,44.19,11.01,34.74,40.52,Low
48.72,5.53,34.13,13.49,26.81,64.8,Moderate
46.96,13.08,48.87,13.8,27.48,41.21,Moderate
24.25,8.94,24.4,31.9,8.66,25.05,High
37.29,12.19,35.32,15.83,20.8,59.01,Moderate
58.79,14.46,48.37,14.14,23.11,41.79,Moderate
38.61,4.1,45.92,15.24,24.77,46.64,Moderate
18.65,17.27,28.07,18.03,37.91,41.58,High
44.79,8.08,44.47,9.84,25.44,59.57,Low
38.64,10.28,39.12,16.41,23.59,44.62,Moderate
16.71,20.34,20.8,25.18,45.32,64.01,High
50.6,3.3,56.52,12.74,39.69,53.6,Low
17.64,19.2,19.73,30.44,39.04,28.74,High
11.44,17.47,19.99,27.63,34.48,74.1,High
20.54,12.42,27.49,16.86,38.55,65.7,High
55.52,4.6,41.31,1.88,27.95,49.34,Low
24.54,7.17,15.57,7.01,9.07,30.07,High
11.9,6.03,15.74,34.64,41.83,37.65,High
18.97,6.16,15.46,19.15,12.93,33.52,High
24.57,11.74,31.1,4.76,49.34,30.33,High
41.54,7.13,46.46,21.04,35.32,51.71,Moderate
42.83,9.07,33.4,18.74,44.09,59.78,Moderate
39.86,8.96,28.85,21.71,31.15,60.14,Moderate
15.9,7.75,13.17,26.6,25.1,65.62,High
14.24,16.46,31.13,26.57,24.73,71.03,High
14.21,18.65,31.6,4.74,30.77,39.82,High
66.09,4.87,34.32,12.13,35.19,42.82,Low
40.94,6.11,43.73,12.4,22.57,41.71,Moderate
16.15,10.15,23.26,23.04,8.0,40.29,High
18.76,11.11,16.83,12.81,36.03,59.96,High
49.54,2.8,37.75,8.95,43.96,56.73,Low
50.32,4.15,34.0,6.67,51.82,53.21,Low
37.43,8.86,36.01,14.66,20.99,39.05,Moderate
40.52,9.01,35.4,17.02,33.36,55.43,Moderate
39.19,8.7,28.08,17.07,34.79,61.49,Moderate
17.88,16.49,26.74,33.93,13.69,58.02,High
36.62,8.87,38.96,21.4,29.85,38.84,Moderate
25.21,18.44,17.35,9.42,27.52,39.58,High
38.48,3.99,47.35,9.85,25.47,46.11,Moderate
11.22,21.28,14.3,6.07,12.49,71.3,High
43.0,4.23,43.38,10.7,29.19,55.37,Low
61.55,10.73,49.92,11.21,43.85,58.77,Low
12.56,13.42,17.55,29.4,42.24,34.5,High
45.87,9.61,31.03,19.97,19.0,56.31,Moderate
11.49,15.88,15.31,17.47,26.04,64.62,High
38.77,4.58,45.36,15.98,38.56,45.12,Moderate
53.91,3.79,37.28,8.07,23.6,64.56,Low
52.99,8.16,42.19,18.93,28.93,42.48,Moderate
25.65,20.81,14.41,17.44,8.99,33.89,High
19.17,13.74,25.83,11.32,25.97,25.98,High
23.16,13.48,31.5,9.68,9.19,38.25,High
17.41,12.13,21.38,26.24,20.69,58.04,High
17.8,18.26,12.65,18.96,40.01,60.44,High
27.36,9.93,14.39,26.26,9.83,73.11,High
33.37,5.31,39.3,12.84,37.86,54.69,Moderate
20.1,7.46,16.72,27.53,34.69,24.53,High
27.47,16.15,16.0,24.23,40.24,62.45,High
64.16,5.65,36.89,8.57,31.73,58.6,Low
67.29,6.42,49.55,11.31,20.0,49.85,Low
41.06,11.19,34.02,19.48,28.4,44.86,Moderate
23.44,9.43,21.04,8.72,21.76,68.05,High
36.98,11.3,29.14,16.38,32.33,37.98,High
27.63,17.39,27.67,5.72,13.66,62.23,High
57.54,2.83,50.63,4.2,20.0,51.6,Low
14.13,10.85,14.48,15.77,28.14,41.4,High
21.19,10.97,22.45,13.28,37.25,72.8,High
55.63,4.89,53.15,10.86,22.81,40.77,Low
12.09,17.1,16.28,4.71,30.55,69.42,High
53.44,13.22,46.68,16.54,38.94,51.8,Moderate
57.61,6.93,51.7,9.09,45.41,49.55,Low
39.18,7.94,44.09,7.98,25.02,50.88,Moderate
59.02,6.6,46.85,7.86,38.24,45.05,Low
51.09,13.11,38.04,14.7,25.91,54.37,Moderate
47.36,13.58,48.54,6.87,34.73,51.68,Moderate
63.86,7.59,52.98,13.8,43.75,48.37,Low
26.74,18.45,22.58,5.53,10.0,30.88,High
55.8,5.57,49.05,8.49,40.01,44.72,Low
38.73,11.89,28.56,16.86,21.99,58.4,Moderate
41.43,11.42,34.28,20.57,20.19,56.94,Moderate
44.48,10.52,39.42,19.21,19.23,37.72,Moderate
